RefundID,Date,GameTitle,Genre,PlatformStorefront,Region,PurchasePriceGBP,HoursPlayed,RefundRequested,RefundReason,ComplaintCategory,Escalated,EscalationTier,ResolutionStatus,ResolutionDays,SupportNotes
RF-501512,2025-12-30,LifeSpace,Life Simulation,Epic Store,DE,49.99,16.8,TRUE,"Crash after long session","Crash / support",TRUE,"Publisher review","Chargeback risk",8,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-501513,2025-10-29,TownLife,Life Simulation,PlayStation Store,FR,0.00,20.8,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501514,2026-01-19,Streetline Skate,Skateboarding,Steam,DE,39.99,9.6,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501515,2026-05-25,Streetline Skate,Skateboarding,Epic Store,FR,39.99,15.1,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501516,2026-03-11,Zero Hour Arena,Shooter Live Service,Steam,UK,0.00,8.9,TRUE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","Denied",5,"Standard storefront review for battle pass chargeback"
RF-501517,2025-11-25,Apex Circuit,Racing,Steam,FR,59.99,7.6,FALSE,"Wheel support issue","Wheel / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for wheel support issue"
RF-501518,2026-05-28,Chronicle Vale,RPG Adventure,PlayStation Store,AU,59.99,0.6,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501519,2025-10-17,Apex Circuit,Racing,Epic Store,BR,59.99,5.7,FALSE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501520,2025-10-16,Streetline Skate,Skateboarding,Steam,UK,39.99,0.8,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501521,2026-04-08,TownLife,Life Simulation,Xbox Store,JP,0.00,18.4,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501522,2025-10-30,TownLife,Life Simulation,Epic Store,UK,0.00,17.2,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501523,2026-01-18,TownLife,Life Simulation,Steam,UK,0.00,7.4,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501524,2026-05-07,LifeSpace,Life Simulation,Epic Store,UK,49.99,17.0,FALSE,"Save corruption","Save / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-501525,2025-10-27,Hearthwild,Survival Crafting,Steam,CA,34.99,6.0,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501526,2025-10-10,LifeSpace,Life Simulation,PlayStation Store,UK,49.99,9.1,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501527,2026-02-21,Zero Hour Arena,Shooter Live Service,PlayStation Store,CA,0.00,12.5,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501528,2026-05-31,LifeSpace,Life Simulation,Steam,CA,49.99,7.1,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501529,2026-05-17,Hearthwild,Survival Crafting,PlayStation Store,CA,34.99,15.3,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501530,2026-02-18,LifeSpace,Life Simulation,Epic Store,CA,49.99,6.5,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501531,2026-04-01,Apex Circuit,Racing,Steam,BR,59.99,8.5,TRUE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","Approved",5,"Standard storefront review for wheel support issue"
RF-501532,2026-01-26,LifeSpace,Life Simulation,PlayStation Store,CA,49.99,18.4,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501533,2026-03-07,LifeSpace,Life Simulation,PlayStation Store,DE,49.99,20.1,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501534,2025-11-08,Streetline Skate,Skateboarding,Xbox Store,FR,39.99,7.5,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501535,2026-05-22,Hearthwild,Survival Crafting,Xbox Store,UK,34.99,5.3,TRUE,"Anti-cheat false positive","Anti-cheat / support",TRUE,"Legal/privacy review","Partial credit issued",5,"Escalated because player supplied logs or payment evidence for anti-cheat false positive"
RF-501536,2026-03-17,TownLife,Life Simulation,Steam,JP,0.00,3.2,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501537,2026-03-29,Hearthwild,Survival Crafting,Steam,UK,34.99,16.7,TRUE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","Denied",2,"Standard storefront review for anti-cheat false positive"
RF-501538,2026-04-07,LifeSpace,Life Simulation,Steam,US,49.99,4.7,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501539,2025-12-01,LifeSpace,Life Simulation,Xbox Store,US,49.99,5.4,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501540,2025-11-07,Zero Hour Arena,Shooter Live Service,Steam,AU,0.00,8.1,FALSE,"Matchmaking instability","Matchmaking / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for matchmaking instability"
RF-501541,2026-02-28,Hearthwild,Survival Crafting,Epic Store,JP,34.99,3.1,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501542,2026-05-12,LifeSpace,Life Simulation,Epic Store,AU,49.99,13.7,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501543,2026-04-25,LifeSpace,Life Simulation,Xbox Store,BR,49.99,14.9,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501544,2025-11-13,Club Director Pro,Strategy Management,PlayStation Store,FR,39.99,16.3,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501545,2026-03-12,LifeSpace,Life Simulation,PlayStation Store,CA,49.99,14.4,FALSE,"Crash after long session","Crash / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-501546,2026-03-23,Zero Hour Arena,Shooter Live Service,Steam,AU,0.00,5.9,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501547,2025-12-18,TownLife,Life Simulation,Steam,CA,0.00,7.7,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501548,2025-11-11,LifeSpace,Life Simulation,PlayStation Store,AU,49.99,19.4,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Denied",1,"Standard storefront review for dlc value complaint"
RF-501549,2026-01-31,TownLife,Life Simulation,Xbox Store,US,0.00,16.8,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501550,2025-10-07,Apex Circuit,Racing,PlayStation Store,UK,59.99,6.3,FALSE,"Career mode repetition","Career / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for career mode repetition"
RF-501551,2026-04-26,Hearthwild,Survival Crafting,Epic Store,FR,34.99,13.4,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501552,2026-01-05,TownLife,Life Simulation,PlayStation Store,BR,0.00,17.8,FALSE,"Expansion compatibility","Expansion / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for expansion compatibility"
RF-501553,2026-02-11,LifeSpace,Life Simulation,Epic Store,FR,49.99,12.3,TRUE,"Crash after long session","Crash / support",TRUE,"Platform escalation","Approved",13,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-501554,2025-10-14,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,17.2,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501555,2026-04-12,LifeSpace,Life Simulation,Steam,UK,49.99,14.1,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501556,2025-10-26,Zero Hour Arena,Shooter Live Service,Epic Store,UK,0.00,7.4,TRUE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","Partial credit issued",2,"Standard storefront review for battle pass chargeback"
RF-501557,2026-03-08,Hearthwild,Survival Crafting,Xbox Store,FR,34.99,9.6,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501558,2025-10-09,LifeSpace,Life Simulation,Steam,CA,49.99,6.9,TRUE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","Approved",5,"Standard storefront review for mod incompatibility"
RF-501559,2025-11-09,Chronicle Vale,RPG Adventure,PlayStation Store,CA,59.99,8.5,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501560,2025-10-26,TownLife,Life Simulation,PlayStation Store,DE,0.00,17.6,TRUE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","Approved",4,"Standard storefront review for account entitlement issue"
RF-501561,2026-05-08,Streetline Skate,Skateboarding,Epic Store,CA,39.99,15.6,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501562,2025-12-05,LifeSpace,Life Simulation,Xbox Store,AU,49.99,6.7,FALSE,"Crash after long session","Crash / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-501563,2025-12-14,LifeSpace,Life Simulation,Xbox Store,DE,49.99,4.4,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501564,2026-03-16,LifeSpace,Life Simulation,Xbox Store,BR,49.99,18.5,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Approved",2,"Standard storefront review for crash after long session"
RF-501565,2026-05-06,LifeSpace,Life Simulation,Epic Store,US,49.99,11.0,FALSE,"Save corruption","Save / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-501566,2026-03-07,Zero Hour Arena,Shooter Live Service,PlayStation Store,DE,0.00,4.7,TRUE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","Pending evidence",1,"Standard storefront review for matchmaking instability"
RF-501567,2026-03-02,Hearthwild,Survival Crafting,Epic Store,BR,34.99,2.1,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501568,2026-04-14,LifeSpace,Life Simulation,Xbox Store,BR,49.99,9.6,TRUE,"Save corruption","Save / support",TRUE,"Platform escalation","Chargeback risk",21,"Escalated because player supplied logs or payment evidence for save corruption"
RF-501569,2025-12-03,Zero Hour Arena,Shooter Live Service,Xbox Store,UK,0.00,13.6,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501570,2026-01-24,Chronicle Vale,RPG Adventure,PlayStation Store,AU,59.99,10.0,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501571,2025-10-12,Hearthwild,Survival Crafting,Epic Store,AU,34.99,1.9,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501572,2026-04-17,Chronicle Vale,RPG Adventure,Epic Store,US,59.99,17.2,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501573,2025-12-24,LifeSpace,Life Simulation,Steam,CA,49.99,12.2,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Chargeback risk",1,"Standard storefront review for npc ai failure"
RF-501574,2026-03-04,LifeSpace,Life Simulation,Steam,UK,49.99,10.8,TRUE,"DLC value complaint","DLC / support",TRUE,"Platform escalation","Approved",10,"Escalated because player supplied logs or payment evidence for dlc value complaint"
